backend,length,time
base,128,100.47361054597422
baseopt,128,110.82393731875345
reticle,128,0.059452160727232695
base,256,108.08142723003402
baseopt,256,129.87362148799002
reticle,256,0.0888772769831121
base,512,127.07751753926277
baseopt,512,178.57794617302716
reticle,512,0.15156697621569037
base,1024,170.72333816578612
baseopt,1024,254.36518505821005
reticle,1024,0.28003611508756876
